4	52
5	12 32 42 52
6	02 12 22 27 32 37 42 47 52 57
7	02 07 12 17 22 27 32 37 42 47 52 57
8	02 07 12 17 22 27 32 37 42 47 52
9	02 12 22 32 42 52
10	02 12 22 32 42 52
11	02 12 22 32 42 52
12	02 12 22 32 42 52
13	02 12 22 32 42 52
14	02 12 22 32 37 42 47 52 57
15	02 07 12 17 22 27 32 37 42 47 52 57
16	02 07 12 17 22 27 32 37 42 47 52 57
17	02 07 12 17 22 27 32 37 42 47 52 57
18	02 07 12 17 22 27 32 42 52
19	02 12 22 32 42 52
20	02 12 22 32 42 52
21	02 12 22 32 42 52
22	12 32 52
23	12
