4	38 58
5	18 38 59
6	19 29 39 49 59
7	09 19 29 39 49 59
8	09 18 29 39 51
9	01 11 21 31 41 51
10	01 11 21 31 41 51
11	01 11 21 32 42 52
12	02 12 22 32 42 52
13	02 12 22 32 42 52
14	02 12 22 30 40 50
15	00 10 20 30 40 50
16	00 10 20 30 40 50
17	00 10 20 30 40 50
18	00 10 20 30 41 51
19	01 11 21 31 41 51
20	04 24 44
21	04 24 44
22	04 29 52
