5	01 22 40 49
6	00 14 26 35 45 55
7	05 15 25 35 45 55
8	05 15 25 35 45 55
9	05 15 25 35 45 55
10	05 15 25 35 45 55
11	05 15 25 35 45 55
12	10 21 31 41 51
13	01 11 21 31 41 53
14	01 11 21 31 41 51
15	04 14 24 34 44 54
16	04 14 24 34 44 54
17	04 14 24 34 44 56
18	11 27 45
19	02 22 42
20	01 21 41
21	01 21 41
22	01 21 41
23	01
