4	49 59
5	08 18 28 37 46 53
6	03 13 23 29 38 43 48 55
7	03 08 13 18 23 28 33 38 43 48 53 59
8	03 08 13 19 24 30 35 40 45 50 55
9	00 05 10 20 30 40 50
10	00 10 20 30 40 50
11	00 10 20 30 40 50
12	00 10 20 30 40 50
13	00 10 20 30 40 50
14	00 10 20 25 30 35 40 45 50 55
15	00 05 10 15 20 25 30 35 40 45 50 55
16	00 05 10 15 20 25 30 35 40 45 50 55
17	00 05 10 15 20 25 30 40 45 50 55
18	00 05 10 15 20 25 30 40 45 50
19	00 10 20 30 40
20	00 19 39 59
21	19 39 59
22	19 35 55
