4	31 51
5	11 31 41 51
6	01 11 21 31 41 51
7	01 11 21 31 41 51
8	01 11 21 31 43 53
9	03 13 22 33 42 53
10	03 13 23 33 43 53
11	03 13 23 33 43 53
12	03 13 23 33 43 53
13	03 13 22 32 42 52
14	02 12 22 32 42 52
15	02 12 22 32 42 52
16	02 12 22 32 42 52
17	02 12 22 32 42 52
18	02 12 22 32 44 57
19	17 37 57
20	17 37 57
21	17 37 57
22	12 30
23	02
