4	58
5	16 28 37 46 57
6	07 17 27 36 46 56
7	06 16 24 36 46 56
8	06 16 26 35 45 56
9	06 16 26 36 46 56
10	06 16 26 34 44 54
11	04 14 24 34 48
12	00 10 20 30 40 50
13	00 10 20 30 40 48 58
14	08 18 28 38 49 58
15	09 18 29 39 49 59
16	09 19 29 39 49 59
17	09 19 29 39 49 59
18	09 19 29 39 48 57
19	06 17 26 37 47 56
20	09 19 38 58
21	18 38 56
22	12 32
